,data,godzina,dom,wyjazd,wynik
5585,2011-05-20,19:00,Górnik Zabrze,Śląsk Wrocław,3:1
5586,2011-05-21,13:45,Jagiellonia Białystok,Korona Kielce,4:0
5587,2011-05-21,14:45,Legia Warszawa,Wisła Kraków,2:0
5588,2011-05-21,16:00,KS Cracovia,Widzew Łódź,1:2
5589,2011-05-21,18:15,Arka Gdynia,Polonia Bytom,2:1
5590,2011-05-22,13:45,Lechia Gdańsk,Lech Poznań,2:1
5591,2011-05-22,16:15,Ruch Chorzów,Polonia Warszawa,0:3
5592,2011-05-25,18:00,Arka Gdynia,Legia Warszawa,2:5
5593,2011-05-25,18:00,KS Cracovia,Jagiellonia Białystok,3:0
5594,2011-05-25,18:00,Korona Kielce,Górnik Zabrze,1:0
5595,2011-05-25,18:00,Polonia Bytom,Lech Poznań,1:2
5596,2011-05-25,18:00,Polonia Warszawa,GKS Bełchatów,0:0
5597,2011-05-25,18:00,Ruch Chorzów,Śląsk Wrocław,1:2
5598,2011-05-25,18:00,Widzew Łódź,Lechia Gdańsk,1:0
5599,2011-05-25,18:00,Zagłębie Lubin,Wisła Kraków,0:3
5600,2011-05-29,16:00,GKS Bełchatów,KS Cracovia,1:0
5601,2011-05-29,16:00,Górnik Zabrze,Widzew Łódź,4:0
5602,2011-05-29,16:00,Jagiellonia Białystok,Ruch Chorzów,2:1
5603,2011-05-29,16:00,Lechia Gdańsk,Zagłębie Lubin,1:2
5604,2011-05-29,16:00,Lech Poznań,Korona Kielce,4:0
5605,2011-05-29,16:00,Legia Warszawa,Polonia Bytom,4:0
5606,2011-05-29,16:00,Śląsk Wrocław,Arka Gdynia,5:0
5607,2011-05-29,16:00,Wisła Kraków,Polonia Warszawa,0:2
5608,2011-07-29,17:00,ŁKS Łódź,Lech Poznań,0:5
5609,2011-07-29,19:30,Polonia Warszawa,Lechia Gdańsk,1:0
5610,2011-07-30,12:30,KS Cracovia,Korona Kielce,1:2
5611,2011-07-30,14:45,Ruch Chorzów,GKS Bełchatów,2:1
5612,2011-07-30,17:00,Widzew Łódź,Wisła Kraków,1:1
5613,2011-07-31,13:30,Śląsk Wrocław,Górnik Zabrze,1:1
5614,2011-08-01,17:30,Podbeskidzie Bielsko-Biała,Jagiellonia Białystok,2:2
5615,2011-11-23,17:30,Legia Warszawa,Zagłębie Lubin,3:0
5616,2011-08-05,17:00,Górnik Zabrze,Widzew Łódź,1:1
5617,2011-08-05,19:30,Zagłębie Lubin,Lech Poznań,1:1
5618,2011-08-06,12:30,GKS Bełchatów,Podbeskidzie Bielsko-Biała,6:0
5619,2011-08-06,14:45,Jagiellonia Białystok,Lechia Gdańsk,2:1
5620,2011-08-06,17:00,Polonia Warszawa,Wisła Kraków,1:1
5621,2011-08-07,13:30,Śląsk Wrocław,ŁKS Łódź,4:0
5622,2011-08-07,16:00,KS Cracovia,Legia Warszawa,1:3
5623,2011-08-08,17:30,Korona Kielce,Ruch Chorzów,2:2
5624,2011-08-12,17:00,Ruch Chorzów,Śląsk Wrocław,0:1
5625,2011-08-12,19:30,Legia Warszawa,Górnik Zabrze,3:1
5626,2011-08-13,12:30,Jagiellonia Białystok,Korona Kielce,1:1
5627,2011-08-13,14:45,Polonia Warszawa,ŁKS Łódź,2:0
5628,2011-08-13,17:00,Wisła Kraków,Zagłębie Lubin,1:0
5629,2011-08-14,13:30,Podbeskidzie Bielsko-Biała,Widzew Łódź,0:0
5630,2011-08-14,16:00,Lechia Gdańsk,KS Cracovia,1:1
5631,2011-08-15,17:30,GKS Bełchatów,Lech Poznań,0:3
5632,2011-08-19,17:00,Zagłębie Lubin,Podbeskidzie Bielsko-Biała,0:0
5633,2011-08-19,19:30,Lech Poznań,Ruch Chorzów,3:0
5634,2011-08-20,12:30,Górnik Zabrze,GKS Bełchatów,1:0
5635,2011-08-20,14:45,Widzew Łódź,Polonia Warszawa,1:0
5636,2011-08-20,17:00,Korona Kielce,Wisła Kraków,0:0
5637,2011-08-21,13:30,Jagiellonia Białystok,KS Cracovia,2:1
5638,2011-08-21,16:00,Legia Warszawa,Śląsk Wrocław,1:2
5639,2011-08-22,17:30,Lechia Gdańsk,ŁKS Łódź,0:0
5640,2011-08-26,17:00,Górnik Zabrze,Lech Poznań,2:1
5641,2011-08-26,17:00,Zagłębie Lubin,KS Cracovia,1:1
5642,2011-08-27,12:30,Podbeskidzie Bielsko-Biała,Korona Kielce,2:3
5643,2011-08-27,14:45,Polonia Warszawa,GKS Bełchatów,2:1
5644,2011-08-27,17:00,Wisła Kraków,Lechia Gdańsk,0:1
5645,2011-08-28,13:30,Śląsk Wrocław,Widzew Łódź,1:2
5646,2011-08-28,16:00,Ruch Chorzów,Jagiellonia Białystok,1:0
5647,2011-08-29,17:30,ŁKS Łódź,Legia Warszawa,1:3
5648,2011-09-09,17:00,Ruch Chorzów,Zagłębie Lubin,2:1
5649,2011-09-09,19:30,Lech Poznań,Wisła Kraków,0:1
5650,2011-09-10,12:30,GKS Bełchatów,Widzew Łódź,0:0
5651,2011-09-10,14:45,Korona Kielce,Śląsk Wrocław,2:1
5652,2011-09-10,17:00,Legia Warszawa,Podbeskidzie Bielsko-Biała,1:2
5653,2011-09-11,13:30,KS Cracovia,ŁKS Łódź,0:1
5654,2011-09-11,16:00,Jagiellonia Białystok,Polonia Warszawa,3:2
5655,2011-09-12,17:30,Lechia Gdańsk,Górnik Zabrze,2:1
5656,2011-09-16,17:00,Widzew Łódź,Zagłębie Lubin,0:0
5657,2011-09-16,19:30,Lech Poznań,Jagiellonia Białystok,4:1
5658,2011-09-17,12:30,Podbeskidzie Bielsko-Biała,Ruch Chorzów,0:1
5659,2011-09-17,14:45,ŁKS Łódź,Górnik Zabrze,1:1
5660,2011-09-17,17:00,Korona Kielce,Lechia Gdańsk,1:0
5661,2011-09-18,13:30,KS Cracovia,Śląsk Wrocław,0:1
5662,2011-09-18,16:00,Polonia Warszawa,Legia Warszawa,2:1
5663,2011-09-19,17:30,Wisła Kraków,GKS Bełchatów,2:0
5664,2011-09-23,17:00,Podbeskidzie Bielsko-Biała,Lechia Gdańsk,1:0
5665,2011-09-23,19:30,Śląsk Wrocław,Lech Poznań,3:1
5666,2011-09-24,12:30,Górnik Zabrze,KS Cracovia,0:1
5667,2011-09-24,14:45,Zagłębie Lubin,ŁKS Łódź,2:1
5668,2011-09-24,17:00,GKS Bełchatów,Legia Warszawa,0:2
5669,2011-09-25,13:30,Widzew Łódź,Jagiellonia Białystok,4:2
5670,2011-09-25,16:00,Wisła Kraków,Ruch Chorzów,3:2
5671,2011-09-26,17:30,Polonia Warszawa,Korona Kielce,0:0
5672,2011-09-30,17:00,ŁKS Łódź,Podbeskidzie Bielsko-Biała,2:1
5673,2011-09-30,19:30,Lechia Gdańsk,GKS Bełchatów,0:0
5674,2011-10-01,12:30,Ruch Chorzów,Widzew Łódź,3:1
5675,2011-10-01,14:45,Jagiellonia Białystok,Zagłębie Lubin,3:1
5676,2011-10-01,17:00,KS Cracovia,Lech Poznań,0:3
5677,2011-10-02,13:30,Śląsk Wrocław,Polonia Warszawa,4:0
5678,2011-10-02,16:00,Legia Warszawa,Wisła Kraków,2:0
5679,2011-10-03,17:30,Korona Kielce,Górnik Zabrze,2:0
5680,2011-10-14,17:00,Podbeskidzie Bielsko-Biała,KS Cracovia,1:0
5681,2011-10-14,19:30,Lech Poznań,Korona Kielce,1:0
5682,2011-10-15,12:30,GKS Bełchatów,Śląsk Wrocław,3:0
5683,2011-10-15,14:45,Polonia Warszawa,Górnik Zabrze,1:1
5684,2011-10-15,17:00,Wisła Kraków,Jagiellonia Białystok,3:1
5685,2011-10-16,13:30,Zagłębie Lubin,Lechia Gdańsk,0:1
5686,2011-10-16,16:00,Ruch Chorzów,Legia Warszawa,0:1
5687,2011-10-17,17:30,Widzew Łódź,ŁKS Łódź,0:1
5688,2011-10-21,17:00,Zagłębie Lubin,Korona Kielce,3:1
5689,2011-10-21,19:30,Górnik Zabrze,Ruch Chorzów,1:2
5690,2011-10-22,12:30,Jagiellonia Białystok,GKS Bełchatów,1:0
5691,2011-10-22,14:45,Śląsk Wrocław,Podbeskidzie Bielsko-Biała,1:0
5692,2011-10-22,17:00,Lechia Gdańsk,Lech Poznań,0:0
5693,2011-10-23,13:30,ŁKS Łódź,Wisła Kraków,1:2
5694,2011-10-23,16:00,Legia Warszawa,Widzew Łódź,2:0
5695,2011-10-24,17:30,KS Cracovia,Polonia Warszawa,0:0
5696,2011-10-28,17:00,Górnik Zabrze,Jagiellonia Białystok,2:0
5697,2011-10-28,19:30,Śląsk Wrocław,Lechia Gdańsk,1:0
5698,2011-10-29,12:30,GKS Bełchatów,Zagłębie Lubin,2:1
5699,2011-10-29,14:45,Widzew Łódź,KS Cracovia,1:0
5700,2011-10-29,17:00,Wisła Kraków,Podbeskidzie Bielsko-Biała,0:1
5701,2011-10-30,13:30,Korona Kielce,ŁKS Łódź,0:2
5702,2011-10-30,16:00,Lech Poznań,Legia Warszawa,0:0
5703,2011-10-31,17:30,Ruch Chorzów,Polonia Warszawa,0:1
5704,2011-11-04,17:00,Podbeskidzie Bielsko-Biała,Górnik Zabrze,1:1
5705,2011-11-04,19:30,Polonia Warszawa,Lech Poznań,1:0
5706,2011-11-05,12:30,Korona Kielce,GKS Bełchatów,2:2
5707,2011-11-05,14:45,ŁKS Łódź,Ruch Chorzów,0:4
5708,2011-11-05,17:00,Lechia Gdańsk,Widzew Łódź,0:0
5709,2011-11-06,13:30,Zagłębie Lubin,Śląsk Wrocław,1:5
5710,2011-11-06,16:00,KS Cracovia,Wisła Kraków,1:0
5711,2011-11-07,17:30,Jagiellonia Białystok,Legia Warszawa,0:0
5712,2011-11-18,17:00,Zagłębie Lubin,Polonia Warszawa,1:0
5713,2011-11-18,19:30,Jagiellonia Białystok,Śląsk Wrocław,0:2
5714,2011-11-19,12:30,GKS Bełchatów,ŁKS Łódź,3:0
5715,2011-11-19,14:45,Ruch Chorzów,KS Cracovia,2:0
5716,2011-11-19,17:00,Legia Warszawa,Lechia Gdańsk,3:0
5717,2011-11-20,13:30,Widzew Łódź,Korona Kielce,0:0
5718,2011-11-20,16:00,Wisła Kraków,Górnik Zabrze,0:1
5719,2011-11-21,17:30,Podbeskidzie Bielsko-Biała,Lech Poznań,0:0
5720,2011-11-25,17:00,Polonia Warszawa,Podbeskidzie Bielsko-Biała,2:1
5721,2011-11-25,19:30,Śląsk Wrocław,Wisła Kraków,0:1
5722,2011-11-26,12:30,ŁKS Łódź,Jagiellonia Białystok,1:1
5723,2011-11-26,14:45,Górnik Zabrze,Zagłębie Lubin,4:1
5724,2011-11-26,17:00,Korona Kielce,Legia Warszawa,1:0
5725,2011-11-27,13:30,KS Cracovia,GKS Bełchatów,2:1
5726,2011-11-27,16:00,Lech Poznań,Widzew Łódź,0:1
5727,2011-11-28,17:30,Lechia Gdańsk,Ruch Chorzów,1:0
5728,2011-12-02,17:00,GKS Bełchatów,Ruch Chorzów,1:1
5729,2011-12-02,19:30,Lechia Gdańsk,Polonia Warszawa,1:3
5730,2011-12-03,12:30,Korona Kielce,KS Cracovia,0:0
5731,2011-12-03,14:45,Jagiellonia Białystok,Podbeskidzie Bielsko-Biała,0:2
5732,2011-12-03,17:00,Lech Poznań,ŁKS Łódź,4:0
5733,2011-12-04,13:30,Górnik Zabrze,Śląsk Wrocław,0:2
5734,2011-12-04,16:00,Wisła Kraków,Widzew Łódź,1:0
5735,2011-12-05,17:30,Zagłębie Lubin,Legia Warszawa,0:4
5736,2011-12-09,17:00,Podbeskidzie Bielsko-Biała,GKS Bełchatów,1:0
5737,2011-12-09,19:30,Wisła Kraków,Polonia Warszawa,0:1
5738,2011-12-10,12:30,Ruch Chorzów,Korona Kielce,4:1
5739,2011-12-10,14:45,Widzew Łódź,Górnik Zabrze,2:0
5740,2011-12-10,17:00,Legia Warszawa,KS Cracovia,0:0
5741,2011-12-11,13:30,ŁKS Łódź,Śląsk Wrocław,1:2
5742,2011-12-11,16:00,Lechia Gdańsk,Jagiellonia Białystok,0:1
5743,2011-12-12,17:30,Lech Poznań,Zagłębie Lubin,3:2
5744,2012-02-17,17:00,ŁKS Łódź,Polonia Warszawa,0:2
5745,2012-02-17,19:30,Lech Poznań,GKS Bełchatów,0:1
5746,2012-02-18,12:30,Widzew Łódź,Podbeskidzie Bielsko-Biała,0:1
5747,2012-02-18,14:45,KS Cracovia,Lechia Gdańsk,1:1
5748,2012-02-18,17:00,Śląsk Wrocław,Ruch Chorzów,1:1
5749,2012-02-19,13:30,Zagłębie Lubin,Wisła Kraków,2:2
5750,2012-02-19,16:00,Górnik Zabrze,Legia Warszawa,2:0
5751,2012-02-20,17:30,Korona Kielce,Jagiellonia Białystok,2:0
5752,2012-02-24,17:00,ŁKS Łódź,Lechia Gdańsk,0:0
5753,2012-02-24,19:30,Ruch Chorzów,Lech Poznań,3:0
5754,2012-02-25,12:30,Podbeskidzie Bielsko-Biała,Zagłębie Lubin,1:0
5755,2012-02-25,14:45,KS Cracovia,Jagiellonia Białystok,0:0
5756,2012-02-25,17:00,Polonia Warszawa,Widzew Łódź,1:2
5757,2012-02-26,13:30,Śląsk Wrocław,Legia Warszawa,0:4
5758,2012-02-26,16:00,Wisła Kraków,Korona Kielce,0:1
5759,2012-02-27,17:30,GKS Bełchatów,Górnik Zabrze,1:1
5760,2012-03-02,17:00,Korona Kielce,Podbeskidzie Bielsko-Biała,2:0
5761,2012-03-02,19:30,KS Cracovia,Zagłębie Lubin,0:2
5762,2012-03-03,12:30,GKS Bełchatów,Polonia Warszawa,2:1
5763,2012-03-03,14:45,Legia Warszawa,ŁKS Łódź,2:0
5764,2012-03-03,17:00,Lechia Gdańsk,Wisła Kraków,0:2
5765,2012-03-04,13:30,Widzew Łódź,Śląsk Wrocław,2:2
5766,2012-03-04,16:00,Jagiellonia Białystok,Ruch Chorzów,0:1
5767,2012-03-28,17:45,Lech Poznań,Górnik Zabrze,1:0
5768,2012-03-09,17:00,ŁKS Łódź,KS Cracovia,2:2
5769,2012-03-09,19:30,Wisła Kraków,Lech Poznań,0:0
5770,2012-03-10,12:30,Górnik Zabrze,Lechia Gdańsk,2:2
5771,2012-03-10,14:45,Podbeskidzie Bielsko-Biała,Legia Warszawa,0:1
5772,2012-03-10,17:00,Zagłębie Lubin,Ruch Chorzów,1:1
5773,2012-03-11,13:30,Widzew Łódź,GKS Bełchatów,1:0
5774,2012-03-11,16:00,Śląsk Wrocław,Korona Kielce,1:2
5775,2012-03-12,17:30,Polonia Warszawa,Jagiellonia Białystok,4:1
5776,2012-03-16,17:00,Zagłębie Lubin,Widzew Łódź,1:0
5777,2012-03-16,19:30,Legia Warszawa,Polonia Warszawa,0:0
5778,2012-03-17,12:30,Górnik Zabrze,ŁKS Łódź,0:0
5779,2012-03-17,14:45,GKS Bełchatów,Wisła Kraków,2:2
5780,2012-03-17,17:00,Jagiellonia Białystok,Lech Poznań,2:0
5781,2012-03-18,13:30,Śląsk Wrocław,KS Cracovia,3:0
5782,2012-03-18,16:00,Ruch Chorzów,Podbeskidzie Bielsko-Biała,2:2
5783,2012-03-19,17:30,Lechia Gdańsk,Korona Kielce,0:0
5784,2012-03-23,17:00,Jagiellonia Białystok,Widzew Łódź,4:1
5785,2012-03-23,19:30,KS Cracovia,Górnik Zabrze,1:3
5786,2012-03-24,12:30,ŁKS Łódź,Zagłębie Lubin,1:2
5787,2012-03-24,14:45,Lechia Gdańsk,Podbeskidzie Bielsko-Biała,2:3
5788,2012-03-24,17:00,Legia Warszawa,GKS Bełchatów,1:1
5789,2012-03-25,13:30,Lech Poznań,Śląsk Wrocław,2:0
5790,2012-03-25,16:00,Ruch Chorzów,Wisła Kraków,1:0
5791,2012-03-26,17:30,Korona Kielce,Polonia Warszawa,3:0
5792,2012-03-30,17:00,GKS Bełchatów,Lechia Gdańsk,1:3
5793,2012-03-30,19:30,Wisła Kraków,Legia Warszawa,0:0
5794,2012-03-31,12:30,Widzew Łódź,Ruch Chorzów,1:2
5795,2012-03-31,14:45,Podbeskidzie Bielsko-Biała,ŁKS Łódź,0:1
5796,2012-03-31,17:00,Lech Poznań,KS Cracovia,3:1
5797,2012-04-01,13:30,Górnik Zabrze,Korona Kielce,2:0
5798,2012-04-01,16:00,Polonia Warszawa,Śląsk Wrocław,3:0
5799,2012-04-02,17:30,Zagłębie Lubin,Jagiellonia Białystok,2:1
5800,2012-04-04,17:45,KS Cracovia,Podbeskidzie Bielsko-Biała,3:1
5801,2012-04-05,17:45,Górnik Zabrze,Polonia Warszawa,1:0
5802,2012-04-07,12:30,Legia Warszawa,Ruch Chorzów,2:0
5803,2012-04-07,14:45,Śląsk Wrocław,GKS Bełchatów,1:0
5804,2012-04-07,17:00,Jagiellonia Białystok,Wisła Kraków,1:0
5805,2012-04-09,12:45,ŁKS Łódź,Widzew Łódź,1:1
5806,2012-04-09,15:00,Lechia Gdańsk,Zagłębie Lubin,0:1
5807,2012-04-09,17:30,Korona Kielce,Lech Poznań,2:2
5808,2012-04-13,17:00,GKS Bełchatów,Jagiellonia Białystok,2:0
5809,2012-04-13,19:30,Korona Kielce,Zagłębie Lubin,0:2
5810,2012-04-14,12:30,Podbeskidzie Bielsko-Biała,Śląsk Wrocław,1:1
5811,2012-04-14,14:45,Wisła Kraków,ŁKS Łódź,3:2
5812,2012-04-14,17:00,Widzew Łódź,Legia Warszawa,1:1
5813,2012-04-15,13:30,Lech Poznań,Lechia Gdańsk,2:1
5814,2012-04-15,16:00,Ruch Chorzów,Górnik Zabrze,0:0
5815,2012-04-16,17:30,Polonia Warszawa,KS Cracovia,2:1
5816,2012-04-20,17:00,KS Cracovia,Widzew Łódź,0:0
5817,2012-04-20,19:30,Polonia Warszawa,Ruch Chorzów,0:1
5818,2012-04-21,12:30,Legia Warszawa,Lech Poznań,0:1
5819,2012-04-21,14:45,Jagiellonia Białystok,Górnik Zabrze,2:1
5820,2012-04-21,17:00,Podbeskidzie Bielsko-Biała,Wisła Kraków,1:3
5821,2012-04-22,13:30,Zagłębie Lubin,GKS Bełchatów,1:1
5822,2012-04-22,16:00,Lechia Gdańsk,Śląsk Wrocław,1:1
5823,2012-04-23,17:30,ŁKS Łódź,Korona Kielce,0:2
5824,2012-04-27,17:00,Górnik Zabrze,Podbeskidzie Bielsko-Biała,3:0
5825,2012-04-27,19:30,Lech Poznań,Polonia Warszawa,1:0
5826,2012-04-28,12:30,Widzew Łódź,Lechia Gdańsk,0:1
5827,2012-04-28,14:45,GKS Bełchatów,Korona Kielce,0:2
5828,2012-04-28,17:00,Ruch Chorzów,ŁKS Łódź,2:2
5829,2012-04-29,13:30,Śląsk Wrocław,Zagłębie Lubin,2:1
5830,2012-04-29,16:00,Legia Warszawa,Jagiellonia Białystok,1:1
5831,2012-04-30,17:30,Wisła Kraków,KS Cracovia,1:0
5832,2012-05-03,17:00,KS Cracovia,Ruch Chorzów,0:2
5833,2012-05-03,17:00,Górnik Zabrze,Wisła Kraków,2:0
5834,2012-05-03,17:00,Korona Kielce,Widzew Łódź,0:2
5835,2012-05-03,17:00,Lech Poznań,Podbeskidzie Bielsko-Biała,1:0
5836,2012-05-03,17:00,Lechia Gdańsk,Legia Warszawa,1:0
5837,2012-05-03,17:00,ŁKS Łódź,GKS Bełchatów,1:1
5838,2012-05-03,17:00,Polonia Warszawa,Zagłębie Lubin,0:4
5839,2012-05-03,17:00,Śląsk Wrocław,Jagiellonia Białystok,3:1
5840,2012-05-06,16:00,GKS Bełchatów,KS Cracovia,2:2
5841,2012-05-06,16:00,Jagiellonia Białystok,ŁKS Łódź,2:1
5842,2012-05-06,16:00,Legia Warszawa,Korona Kielce,1:0
5843,2012-05-06,16:00,Podbeskidzie Bielsko-Biała,Polonia Warszawa,1:1
5844,2012-05-06,16:00,Ruch Chorzów,Lechia Gdańsk,2:1
5845,2012-05-06,16:00,Widzew Łódź,Lech Poznań,0:0
5846,2012-05-06,16:00,Wisła Kraków,Śląsk Wrocław,0:1
5847,2012-05-06,16:00,Zagłębie Lubin,Górnik Zabrze,2:1
5848,2012-08-17,17:00,Pogoń Szczecin,Zagłębie Lubin,4:0
5849,2012-08-17,19:30,Piast Gliwice,Górnik Zabrze,1:2
5850,2012-08-18,12:30,Jagiellonia Białystok,Podbeskidzie Bielsko-Biała,2:1
5851,2012-08-18,14:45,Widzew Łódź,Śląsk Wrocław,2:1
5852,2012-08-18,17:00,Lech Poznań,Ruch Chorzów,4:0
5853,2012-08-19,13:30,Wisła Kraków,GKS Bełchatów,2:1
5854,2012-08-19,16:00,Legia Warszawa,Korona Kielce,4:0
5855,2012-08-20,17:30,Lechia Gdańsk,Polonia Warszawa,1:3
5856,2012-08-24,17:00,Zagłębie Lubin,Piast Gliwice,2:1
5857,2012-08-24,19:30,Jagiellonia Białystok,Górnik Zabrze,1:1
5858,2012-08-25,12:30,Podbeskidzie Bielsko-Biała,Wisła Kraków,1:1
5859,2012-08-25,14:45,Widzew Łódź,Ruch Chorzów,2:0
5860,2012-08-25,17:00,Polonia Warszawa,Lech Poznań,1:2
5861,2012-08-26,13:30,Śląsk Wrocław,Korona Kielce,2:0
5862,2012-08-26,16:00,GKS Bełchatów,Legia Warszawa,0:2
5863,2012-08-27,17:30,Pogoń Szczecin,Lechia Gdańsk,0:2
5864,2012-08-31,17:00,Piast Gliwice,Pogoń Szczecin,1:0
5865,2012-08-31,19:30,Wisła Kraków,Polonia Warszawa,1:3
5866,2012-09-01,12:30,Korona Kielce,Lechia Gdańsk,0:1
5867,2012-09-01,14:45,Widzew Łódź,GKS Bełchatów,1:0
5868,2012-09-01,17:00,Jagiellonia Białystok,Zagłębie Lubin,0:0
5869,2012-09-02,13:30,Lech Poznań,Górnik Zabrze,0:0
5870,2012-09-02,16:00,Śląsk Wrocław,Ruch Chorzów,1:0
5871,2012-09-03,17:30,Legia Warszawa,Podbeskidzie Bielsko-Biała,3:1
5872,2012-09-14,17:00,Podbeskidzie Bielsko-Biała,Śląsk Wrocław,1:1
5873,2012-09-14,19:45,Pogoń Szczecin,Wisła Kraków,2:0
5874,2012-09-15,12:30,Polonia Warszawa,Jagiellonia Białystok,1:1
5875,2012-09-15,14:45,Lechia Gdańsk,Piast Gliwice,1:2
5876,2012-09-15,17:00,Ruch Chorzów,Korona Kielce,1:1
5877,2012-09-16,13:30,Zagłębie Lubin,Widzew Łódź,0:1
5878,2012-09-16,16:00,Górnik Zabrze,Legia Warszawa,2:2
5879,2012-09-17,17:30,GKS Bełchatów,Lech Poznań,0:1
5880,2012-09-21,17:00,Korona Kielce,Podbeskidzie Bielsko-Biała,2:1
5881,2012-09-21,19:30,Legia Warszawa,Polonia Warszawa,1:1
5882,2012-09-22,12:30,Jagiellonia Białystok,Piast Gliwice,0:2
5883,2012-09-22,14:45,Ruch Chorzów,Zagłębie Lubin,2:1
5884,2012-09-22,17:00,Wisła Kraków,Lechia Gdańsk,1:0
5885,2012-09-23,13:30,Śląsk Wrocław,GKS Bełchatów,2:1
5886,2012-09-23,16:00,Lech Poznań,Pogoń Szczecin,1:1
5887,2012-09-24,17:30,Widzew Łódź,Górnik Zabrze,1:1
5888,2012-09-28,17:00,Podbeskidzie Bielsko-Biała,Ruch Chorzów,1:2
5889,2012-09-28,19:45,Polonia Warszawa,Widzew Łódź,3:1
5890,2012-09-29,12:30,GKS Bełchatów,Korona Kielce,1:1
5891,2012-09-29,14:45,Pogoń Szczecin,Jagiellonia Białystok,1:1
5892,2012-09-29,17:00,Zagłębie Lubin,Legia Warszawa,2:2
5893,2012-09-30,13:30,Górnik Zabrze,Śląsk Wrocław,4:1
5894,2012-09-30,16:00,Lechia Gdańsk,Lech Poznań,2:0
5895,2012-10-01,17:30,Piast Gliwice,Wisła Kraków,2:0
5896,2012-10-05,17:00,Ruch Chorzów,GKS Bełchatów,2:1
5897,2012-10-05,19:45,Legia Warszawa,Wisła Kraków,2:1
5898,2012-10-06,12:30,Korona Kielce,Zagłębie Lubin,1:0
5899,2012-10-06,14:45,Podbeskidzie Bielsko-Biała,Górnik Zabrze,1:3
5900,2012-10-06,17:00,Lech Poznań,Piast Gliwice,4:0
5901,2012-10-07,13:30,Widzew Łódź,Pogoń Szczecin,1:3
5902,2012-10-07,16:00,Śląsk Wrocław,Polonia Warszawa,2:1
5903,2012-10-08,17:30,Jagiellonia Białystok,Lechia Gdańsk,0:2
5904,2012-10-19,17:00,Górnik Zabrze,Korona Kielce,2:0
5905,2012-10-19,19:45,Zagłębie Lubin,Lech Poznań,0:1
5906,2012-10-20,12:30,GKS Bełchatów,Podbeskidzie Bielsko-Biała,2:1
5907,2012-10-20,14:45,Piast Gliwice,Widzew Łódź,1:2
5908,2012-10-20,17:00,Wisła Kraków,Jagiellonia Białystok,0:0
5909,2012-10-21,13:30,Lechia Gdańsk,Śląsk Wrocław,2:3
5910,2012-10-21,16:00,Polonia Warszawa,Ruch Chorzów,2:1
5911,2012-10-22,17:30,Pogoń Szczecin,Legia Warszawa,0:3
5912,2012-10-26,17:00,Podbeskidzie Bielsko-Biała,Lechia Gdańsk,2:3
5913,2012-10-26,19:45,Widzew Łódź,Wisła Kraków,1:2
5914,2012-10-27,12:30,Korona Kielce,Pogoń Szczecin,2:1
5915,2012-10-27,14:45,GKS Bełchatów,Polonia Warszawa,0:5
5916,2012-10-27,17:00,Lech Poznań,Jagiellonia Białystok,0:2
5917,2012-10-28,13:30,Śląsk Wrocław,Zagłębie Lubin,0:2
5918,2012-10-28,16:00,Legia Warszawa,Piast Gliwice,3:2
5919,2012-10-29,17:30,Ruch Chorzów,Górnik Zabrze,0:0
5920,2012-11-02,17:00,Górnik Zabrze,GKS Bełchatów,2:0
5921,2012-11-02,19:45,Wisła Kraków,Lech Poznań,0:1
5922,2012-11-03,12:30,Piast Gliwice,Ruch Chorzów,1:3
5923,2012-11-03,14:45,Zagłębie Lubin,Podbeskidzie Bielsko-Biała,1:2
5924,2012-11-03,17:00,Jagiellonia Białystok,Widzew Łódź,2:2
5925,2012-11-04,13:30,Lechia Gdańsk,Legia Warszawa,1:2
5926,2012-11-04,16:00,Polonia Warszawa,Korona Kielce,2:0
5927,2012-11-05,17:30,Pogoń Szczecin,Śląsk Wrocław,0:3
5928,2012-11-09,17:00,Ruch Chorzów,Lechia Gdańsk,0:1
5929,2012-11-09,19:45,Widzew Łódź,Lech Poznań,0:1
5930,2012-11-10,12:30,Podbeskidzie Bielsko-Biała,Polonia Warszawa,0:1
5931,2012-11-10,14:45,Śląsk Wrocław,Piast Gliwice,1:3
5932,2012-11-10,17:00,Legia Warszawa,Jagiellonia Białystok,1:2
5933,2012-11-11,13:30,Górnik Zabrze,Zagłębie Lubin,0:2
5934,2012-11-11,16:00,Korona Kielce,Wisła Kraków,1:1
5935,2012-11-12,17:30,GKS Bełchatów,Pogoń Szczecin,0:1
5936,2012-11-16,17:00,Zagłębie Lubin,GKS Bełchatów,1:0
5937,2012-11-16,19:45,Lechia Gdańsk,Widzew Łódź,2:0
5938,2012-11-17,12:30,Piast Gliwice,Podbeskidzie Bielsko-Biała,1:0
5939,2012-11-17,14:45,Jagiellonia Białystok,Korona Kielce,0:0
5940,2012-11-17,18:25,Polonia Warszawa,Górnik Zabrze,1:1
5941,2012-11-18,13:30,Lech Poznań,Legia Warszawa,1:3
5942,2012-11-18,16:00,Wisła Kraków,Śląsk Wrocław,1:0
5943,2012-11-19,17:30,Pogoń Szczecin,Ruch Chorzów,1:0
5944,2012-11-23,17:00,Korona Kielce,Piast Gliwice,4:0
5945,2012-11-23,19:45,Legia Warszawa,Widzew Łódź,1:0
5946,2012-11-24,12:30,GKS Bełchatów,Lechia Gdańsk,1:1
5947,2012-11-24,14:45,Polonia Warszawa,Zagłębie Lubin,0:1
